speed_m_s,rpm,steering_deg,distance_m,accel_m_s2,lateral_acc_m_s2,battery_pct,distance_front_m,event_code,manoeuvre,terrain_type,weather_condition,gps_lat,gps_lon
21.523585398772155,3999.1476414663375,-0.9769020197989929,27.150179371377185,-6.723505929974634,-0.8309670971941455,99.9479781560021,26.83432388310635,bremsung,geradeaus,outdoor,storm,48.777916,9.182935
14.800079468797522,2732.7835228953318,-3.532324313308372,31.76562341915953,1.1143352901300645,-1.4065145474198577,99.91779709139684,27.335702327657735,fahrt,geradeaus,forest,wind,48.779511,9.192477
23.752255979032284,4472.018823363371,-2.2011939025840284,26.31906137799771,4.951372056579273,-2.2790763781160353,99.85670077112145,28.01132773242811,beschleunigung,geradeaus,trail,rain,48.788683,9.192075
24.702823581956068,4291.724961478101,2.715982766670307,31.835365566460844,-6.753715961150733,2.991534537225385,99.79447407622227,28.90535993089167,bremsung,geradeaus,field,rain,48.769293,9.19088
10.244824056730819,1817.5323193801219,0.07345129987982846,35.19143273471893,-5.606860558133829,0.03718028331772423,99.79823579289177,28.45956936777647,bremsung,geradeaus,trail,wind,48.753424,9.185961
13.48910246568841,2381.7863054296313,3.8003627690521666,28.68177571957359,5.197188979552805,1.071202447846437,99.76060797693657,30.463990757930755,beschleunigung,geradeaus,outdoor,heavy_rain,48.765877,9.190172
20.639202015836428,3517.6880952096967,3.160321333284651,25.790236892244216,2.4648422862968404,2.2299570853210695,99.72689952471363,25.999653263762,beschleunigung,geradeaus,forest,storm,48.764874,9.196663
18.41878703828209,3421.4143873687453,-2.747956465446082,29.041575343143222,-0.3616039016789365,-1.6161262092170328,99.70391763414987,26.15357348924963,fahrt,geradeaus,forest,rain,48.783212,9.187182
19.915994212478555,3557.839302665804,4.982625800631121,24.519544773731525,-1.3420033380749956,3.43464744002367,99.66462837649058,28.086565926819294,fahrt,geradeaus,unknown,rain,48.748678,9.16456
15.7347803621321,2906.223585682434,3.159671534568311,32.20495277474462,2.2404978309177945,1.4219875658814995,99.6268086068451,28.85877650807821,beschleunigung,geradeaus,outdoor,clear,48.771361,9.177647
24.396989874314144,4627.435370809507,-8.098155907652428,26.32600561580509,4.0770896575063205,-8.497555618053639,99.59034488354183,25.066173277370687,beschleunigung,normal,street,wind,48.790103,9.189896
23.88895967714474,4264.688372703292,8.405362844617235,26.213792861717703,-2.0334181932540325,8.407035634532074,99.53348778182371,26.68516160355056,bremsung,normal,indoor,heavy_rain,48.775917,9.176661
20.33015348780608,3617.312329539379,-1.8944493735893,28.928799608190015,0.873623178847712,-1.534222889246987,99.48432046319394,28.7243000217645,fahrt,geradeaus,outdoor,rain,48.784808,9.199133
25.636206034840164,4626.383503243629,-9.13110373677699,29.91400723617111,1.003696611727074,-10.509308549409827,99.43157459254954,26.930628171761462,fahrt,normal,unknown,storm,48.759427,9.1823
22.337546711260227,4119.483143325182,-3.9856317489987667,26.57784737205842,-4.9663341746281775,-3.5029948479231074,99.39060940125465,29.30735502932889,bremsung,geradeaus,trail,wind,48.759825,9.183784
15.70353768558381,2769.9654808740706,-4.301458672399541,28.379463813152324,-0.24689639542386566,-1.9291292330387857,99.36874920952995,27.60147756305299,fahrt,geradeaus,outdoor,rain,48.790217,9.194179
21.843753920412496,3868.779545961036,-0.043779569878239014,30.788657301802733,-0.24897534486440165,-0.13055906787775537,99.31455340502846,32.94472770754699,fahrt,geradeaus,field,fog,48.776857,9.181104
15.205586995855006,2842.7245862780373,-1.310390693131426,31.820416449631402,1.2742487930619326,-0.5900773168293313,99.29798020910866,30.64881160618429,fahrt,geradeaus,field,heavy_rain,48.776878,9.184695
24.39225150653636,4428.469203560348,-1.7611471248763402,24.28015987623429,2.272391724606865,-1.9833227954873403,99.23627860976278,27.94548617749827,beschleunigung,geradeaus,unknown,heavy_rain,48.764663,9.191923
19.750370445068736,3350.5938538118903,3.612557227976064,27.115411167949567,-2.6582816621313317,2.5954523625539236,99.19577157880182,29.28588367974113,bremsung,geradeaus,street,wind,48.776853,9.168209
19.075688182273698,3311.084692862355,1.8527037185121757,27.955867474906917,-1.5775090835442214,1.121754485877116,99.15700103835016,29.784854707583168,bremsung,geradeaus,unknown,rain,48.764386,9.180079
16.595352277980293,3137.2869964191736,1.3009501576567843,29.44729792262283,3.518509255548226,0.7467973594701369,99.13737270159278,32.10420540958137,beschleunigung,geradeaus,street,wind,48.787714,9.191224
26.11270669337015,4740.480033114509,1.2621661368040147,20.485117769834595,1.3160001558378482,1.491125632423483,99.08529845435149,28.483693607966295,fahrt,geradeaus,trail,storm,48.803123,9.183588
19.22735258965599,3384.7038730343534,3.126771665800655,22.681605140732927,-4.127172902092843,1.9522350413071012,99.03658072110997,30.75298447899098,bremsung,geradeaus,street,rain,48.780684,9.197605
17.858360889184464,3197.463994329705,-11.551995160999084,25.194485578318854,-0.4940101710485685,-6.597265703449863,99.01373409003907,27.195710161315183,fahrt,normal,field,storm,48.769496,9.167173
18.239332247558853,3284.4034718407606,-3.0299034497803197,24.810051771942433,2.4015925192911407,-2.0557252266951793,98.96986747435214,32.22565717045245,beschleunigung,geradeaus,street,clear,48.750508,9.166032
22.661545927766745,4152.65160302603,-10.735128832802612,24.003909586975794,1.7939440371307693,-9.820398238796933,98.92186031592269,29.89800069707816,beschleunigung,normal,trail,storm,48.759,9.190629
21.82722032182039,3793.0733184417913,-2.6956717293357704,28.173243797541854,-0.2989414348934023,-2.3019383880271587,98.88434448998248,29.72004067685126,fahrt,geradeaus,field,clear,48.791394,9.19159
22.06366305797994,3887.3644365693435,-0.12730379285745777,25.66774730783381,0.16344234660951074,-0.027782411817845173,98.831506990655,29.443608809753513,fahrt,geradeaus,street,rain,48.765553,9.180999
22.154105015039413,4015.034478193433,4.4264625639386646,26.727541809014802,4.322287473186183,3.676583791606838,98.80489906084152,29.906596178374244,beschleunigung,geradeaus,unknown,heavy_rain,48.772137,9.186936
30.708238004352307,5517.499382733869,5.640182869832668,19.04379456813229,-2.093090048481246,9.578805356509571,98.73792268729689,28.2290542282875,bremsung,normal,field,storm,48.782398,9.190384
17.96792491807692,3291.412403517517,0.8252182943964226,26.427903424006395,-6.634725824854996,0.5560541604671777,98.67915776005515,33.15430963835757,bremsung,geradeaus,forest,fog,48.790668,9.174793
17.438786354642314,3016.0308040996565,-1.4581391259289502,29.786258443377598,-1.018394279658155,-0.6637281267436563,98.6288623616752,29.792405374871787,fahrt,geradeaus,indoor,wind,48.773849,9.175864
15.931136358760611,2903.3174122040423,2.639221267676806,30.41240283102616,2.8205553791175824,1.186457313632632,98.59028146637318,28.528909418055125,beschleunigung,geradeaus,unknown,rain,48.771798,9.184829
23.07989711287748,4263.539842255694,-2.987824600067046,23.594319670285284,4.856862552421923,-2.7302057014428573,98.54228161735631,28.333813677835387,beschleunigung,geradeaus,trail,wind,48.776561,9.191973
25.644861463604457,4664.756918163731,-0.11685594583736181,25.227042573696878,-1.824817200575927,-0.2838531680859493,98.495525102794,27.544714843143247,bremsung,geradeaus,field,snow,48.769569,9.171272
19.430262711725625,3511.358462086772,4.553586461720415,33.82443847575675,-4.922821924208549,3.1298808711710238,98.4547710133854,29.97472164075654,bremsung,geradeaus,trail,clear,48.770107,9.180953
15.79921761518736,2834.2708104771273,-1.162184487726818,28.62751916615814,-1.7763343950909114,-0.5932409205760969,98.41595817128075,28.06943147278929,bremsung,geradeaus,field,fog,48.779964,9.18049
15.877593921543802,2774.4817906007343,3.653056230874451,26.569401592955142,3.726873161968072,1.473313233413809,98.38854854833029,31.28303244665688,beschleunigung,geradeaus,outdoor,wind,48.777698,9.187112
23.252963939123504,4178.333649798252,3.1936550951513656,25.177527256264117,3.919338467236704,2.959810873336288,98.3305490438043,26.61571611820901,beschleunigung,geradeaus,outdoor,clear,48.797161,9.182845
23.71627085601721,4394.899339371139,-4.408759991268836,25.790022980173614,-0.268596298798764,-4.411265212451498,98.26151630061344,29.152292900129293,fahrt,geradeaus,indoor,fog,48.780233,9.177473
